       BLOCK    VELOCITY ACTUAL_POFV    AVE_POFV       ERROR
           5     2.58706        0.45      0.4668   0.0619326
           5      2.7269      0.3655      0.2916   0.0274607
           5     2.86674       0.235      0.1808    0.021015
           5     3.00659         0.1      0.0972    0.020364
           5     3.14643       0.039      0.0378   0.0160335
           5     3.28627           0      0.0036  0.00321994
           5     3.42611           0           0           0
           5     3.56595           0           0           0
           5     3.70579           0           0           0
           5     3.84563           0           0           0
           5     3.98547           0           0           0
           5     4.12531           0           0           0
           6   0.0699206      0.2545    0.172583   0.0266886
           6    0.209762      1.4425     1.23508   0.0623479
           6    0.349603       3.475     3.09183    0.103327
           6    0.489444       5.622     5.45633     0.11013
           6    0.629285      7.8145     7.91208    0.141047
           6    0.769126      9.8285     9.92775    0.161133
           6    0.908968      10.536     11.3114    0.211943
           6     1.04881      11.804     11.8014    0.123188
           6     1.18865      11.724     11.5039    0.195801
           6     1.32849      10.472     10.3733   0.0755564
           6     1.46833      9.8765     9.09583      0.1653
           6     1.60817      7.5265       7.643    0.082334
           6     1.74801       5.563     5.95575    0.128285
           6     1.88786       4.277     4.44417    0.101437
           6      2.0277      3.1175     3.05842    0.124178
           6     2.16754      1.9325       1.993   0.0630543
           6     2.30738      0.9445     1.19983   0.0592988
           6     2.44722      0.7275    0.749083   0.0334368
           6     2.58706      0.5125    0.474417   0.0520768
           6      2.7269        0.18       0.273   0.0284951
           6     2.86674      0.1135    0.169583   0.0202863
           6     3.00659      0.1415    0.104583   0.0182595
           6     3.14643      0.0725   0.0435833   0.0143664
           6     3.28627       0.042        0.01   0.0064291
           6     3.42611           0           0           0
           6     3.56595           0           0           0
           6     3.70579           0           0           0
           6     3.84563           0           0           0
           6     3.98547           0           0           0
           6     4.12531           0           0           0
           7   0.0699206       0.255    0.184357   0.0253403
           7    0.209762       1.421     1.26164   0.0588267
           7    0.349603      3.2265     3.11107   0.0903388
           7    0.489444       5.984     5.53171    0.117394
           7    0.629285       8.309     7.96879    0.131803
           7    0.769126     10.5185     10.0121    0.158683
           7    0.908968      11.189     11.2939    0.182385
           7     1.04881      11.053     11.6945    0.144732
           7     1.18865      11.623     11.5209    0.168566
           7     1.32849      10.194     10.3477   0.0689694
           7     1.46833      8.4375     9.00179    0.166302
           7     1.60817      7.1815     7.57707   0.0933062
           7     1.74801       5.862     5.94236    0.110656
           7     1.88786      4.4505     4.44507   0.0869498
           7      2.0277      3.1205     3.06729    0.106755
           7     2.16754      2.3125     2.03864   0.0686053
           7     2.30738       1.327       1.218    0.053538
           7     2.44722       0.671    0.737929    0.030464
           7     2.58706        0.42    0.466643   0.0452137
           7      2.7269       0.251    0.269857   0.0245971
           7     2.86674      0.1165       0.162   0.0187521
           7     3.00659       0.063   0.0986429   0.0165892
           7     3.14643       0.014   0.0393571   0.0129208
           7     3.28627           0  0.00857143  0.00566715
           7     3.42611           0           0           0
           7     3.56595           0           0           0
           7     3.70579           0           0           0
           7     3.84563           0           0           0
           7     3.98547           0           0           0
           7     4.12531           0           0           0
           8   0.0699206      0.1785    0.183625   0.0221833
           8    0.209762      1.1595     1.24887   0.0528408
           8    0.349603      2.7865      3.0705   0.0876848
           8    0.489444       5.569     5.53638    0.102812
           8    0.629285      8.3815     8.02037    0.125017
           8    0.769126      10.758     10.1054    0.163964
           8    0.908968      11.992     11.3812     0.17925
           8     1.04881     11.4265      11.661     0.13046
           8     1.18865       10.89     11.4421    0.164916
           8     1.32849      10.552     10.3732   0.0649035
           8     1.46833      8.9625     8.99688    0.145586
           8     1.60817       7.739     7.59731   0.0838096
           8     1.74801       5.742     5.91731   0.0996175
           8     1.88786       4.116     4.40394   0.0852574
           8      2.0277      2.9535     3.05306    0.094353
           8     2.16754      2.0875     2.04475   0.0603009
           8     2.30738      1.1695     1.21194   0.0471877
           8     2.44722      0.6685     0.72925   0.0278648
           8     2.58706       0.367    0.454187   0.0412419
           8      2.7269      0.2405    0.266187   0.0217945
           8     2.86674      0.1005    0.154312   0.0179147
           8     3.00659      0.1195     0.10125    0.014719
           8     3.14643      0.0405      0.0395   0.0113065
           8     3.28627           0      0.0075  0.00505903
           8     3.42611           0           0           0
           8     3.56595           0           0           0
           8     3.70579           0           0           0
           8     3.84563           0           0           0
           8     3.98547           0           0           0
           8     4.12531           0           0           0
           9   0.0699206       0.183    0.183556   0.0197186
           9    0.209762      1.1585     1.23883   0.0479142
           9    0.349603      3.1665     3.08117   0.0785882
           9    0.489444      5.5985     5.54328   0.0916203
           9    0.629285       8.066     8.02544    0.111229
           9    0.769126     10.2565     10.1222    0.146603
           9    0.908968     10.9725     11.3358    0.164985
           9     1.04881      10.943     11.5812    0.138221
           9     1.18865       11.26     11.4218    0.147828
           9     1.32849      10.507     10.3881    0.059369
           9     1.46833      9.4095     9.04272    0.136438
           9     1.60817       7.736     7.61272   0.0759009
           9     1.74801      6.2615     5.95556   0.0956082
           9     1.88786      4.5015     4.41478   0.0764704
           9      2.0277      2.8575     3.03133   0.0863352
           9     2.16754       1.911     2.02989   0.0554018
           9     2.30738       1.104     1.19994    0.043442
           9     2.44722      0.8095    0.738167   0.0261565
           9     2.58706      0.6535    0.476333   0.0421884
           9      2.7269      0.2445    0.263778   0.0195056
           9     2.86674       0.178    0.156944   0.0161164
           9     3.00659      0.0925    0.100278   0.0131156
           9     3.14643       0.068   0.0426667   0.0104843
           9     3.28627      0.0615      0.0135  0.00722649
           9     3.42611           0           0           0
           9     3.56595           0           0           0
           9     3.70579           0           0           0
           9     3.84563           0           0           0
           9     3.98547           0           0           0
           9     4.12531           0           0           0
          10   0.0699206      0.2035     0.18555   0.0178473
          10    0.209762      1.3075      1.2457   0.0436121
          10    0.349603       3.708     3.14385   0.0924063
          10    0.489444      5.9095      5.5799   0.0894787
          10    0.629285       7.883      8.0112    0.101014
          10    0.769126     10.0595     10.1159    0.132077
          10    0.908968     11.5835     11.3605    0.150335
          10     1.04881     11.5075     11.5738    0.124595
          10     1.18865     11.0755     11.3872    0.137042
          10     1.32849      10.287      10.378   0.0542863
          10     1.46833       9.236     9.06205    0.124156
          10     1.60817      7.6715      7.6186    0.068538
          10     1.74801       6.025      5.9625   0.0862992
          10     1.88786        3.79      4.3523   0.0908283
          10      2.0277       2.909      3.0191   0.0785636
          10     2.16754      1.7945     2.00635   0.0546338
          10     2.30738      1.3315      1.2131   0.0410414
          10     2.44722       0.961     0.76045   0.0316396
          10     2.58706      0.3525     0.46395   0.0397455
          10      2.7269      0.1705     0.25445   0.0196593
          10     2.86674      0.1275       0.154   0.0147713
          10     3.00659      0.0915      0.0994   0.0118334
          10     3.14643       0.015      0.0399  0.00979408
          10     3.28627           0     0.01215  0.00662874
          10     3.42611           0           0           0
          10     3.56595           0           0           0
          10     3.70579           0           0           0
          10     3.84563           0           0           0
          10     3.98547           0           0           0
          10     4.12531           0           0           0
          11   0.0699206      0.1665    0.183818   0.0163087
          11    0.209762      1.4495     1.26423   0.0434047
          11    0.349603      2.9575     3.12691   0.0855445
          11    0.489444       5.905     5.60945   0.0860869
          11    0.629285       7.953     8.00591   0.0919693
          11    0.769126      9.6835     10.0766    0.125784
          11    0.908968     11.5675     11.3794     0.13784
          11     1.04881      12.492     11.6573    0.138432
          11     1.18865     11.5685     11.4037    0.125571
          11     1.32849      10.681     10.4055   0.0559045
          11     1.46833      8.6035     9.02036    0.119663
          11     1.60817      7.3375     7.59305   0.0669019
          11     1.74801       5.402     5.91155   0.0922786
          11     1.88786       4.076     4.32718   0.0859742
          11      2.0277      2.7635     2.99586   0.0747788
          11     2.16754       1.984     2.00432   0.0497048
          11     2.30738       1.402     1.23027    0.040745
          11     2.44722      0.6625    0.751545   0.0299901
          11     2.58706       0.562    0.472864   0.0371183
          11      2.7269       0.337    0.261955   0.0192512
          11     2.86674      0.1995    0.158136   0.0139956
          11     3.00659      0.1075    0.100136   0.0107805
          11     3.14643      0.0375   0.0396818  0.00890614
          11     3.28627      0.0545       0.016  0.00705615
          11     3.42611      0.0165      0.0015  0.00143019
          11     3.56595       0.012  0.00109091  0.00104014
          11     3.70579      0.0185  0.00168182  0.00160355
          11     3.84563           0           0           0
          11     3.98547           0           0           0
          11     4.12531           0           0           0
          12   0.0699206      0.1405    0.180208   0.0153439
          12    0.209762        1.36     1.27221   0.0405147
          12    0.349603       3.443     3.15325   0.0823715
          12    0.489444      5.8815     5.63213   0.0818436
          12    0.629285       8.279     8.02867   0.0870753
          12    0.769126      10.319     10.0968    0.116912
          12    0.908968      11.289     11.3718    0.126559
          12     1.04881     11.8685     11.6749    0.128009
          12     1.18865       11.36        11.4    0.115159
          12     1.32849      10.107     10.3807   0.0565111
          12     1.46833      8.6975     8.99346    0.112675
          12     1.60817       7.092     7.55129   0.0732057
          12     1.74801      5.6345     5.88846   0.0874291
          12     1.88786      4.2165     4.31796   0.0793029
          12      2.0277      2.9835     2.99483   0.0685543
          12     2.16754       2.102     2.01246   0.0462245
          12     2.30738      1.2955     1.23571   0.0377104
          12     2.44722      0.7385    0.750458   0.0275106
          12     2.58706       0.486    0.473958   0.0340413
          12      2.7269       0.287    0.264042   0.0177597
          12     2.86674      0.1855    0.160417   0.0130137
          12     3.00659       0.137    0.103208   0.0103105
          12     3.14643      0.0715   0.0423333  0.00854956
          12     3.28627      0.0125   0.0157083  0.00647416
          12     3.42611       0.013  0.00245833  0.00160019
          12     3.56595           0       0.001 0.000957427
          12     3.70579           0  0.00154167  0.00147603
          12     3.84563           0           0           0
          12     3.98547           0           0           0
          12     4.12531           0           0           0
          13   0.0699206      0.1755    0.179846   0.0141679
          13    0.209762      1.3455     1.27785   0.0377884
          13    0.349603      3.2365     3.15965   0.0762838
          13    0.489444       5.384     5.61304   0.0777417
          13    0.629285       7.736     8.00615   0.0832366
          13    0.769126       9.753     10.0703     0.11087
          13    0.908968      10.793     11.3273     0.12441
          13     1.04881     11.7085     11.6775    0.118189
          13     1.18865     12.2405     11.4647    0.123118
          13     1.32849      10.413     10.3832   0.0522188
          13     1.46833       8.822     8.98027    0.104777
          13     1.60817       7.729     7.56496   0.0688389
          13     1.74801       5.828     5.88381   0.0808274
          13     1.88786       4.298     4.31642   0.0732176
          13      2.0277      3.1515     3.00688   0.0643314
          13     2.16754       2.171     2.02465   0.0442483
          13     2.30738       1.277     1.23888   0.0349432
          13     2.44722      0.9005       0.762   0.0277099
          13     2.58706       0.503    0.476192   0.0314959
          13      2.7269      0.2955    0.266462   0.0165576
          13     2.86674       0.151    0.159692   0.0120328
          13     3.00659      0.0545   0.0994615   0.0101755
          13     3.14643      0.0335   0.0416538  0.00791885
          13     3.28627           0      0.0145  0.00608787
          13     3.42611           0  0.00226923  0.00148823
          13     3.56595           0 0.000923077 0.000886864
          13     3.70579           0  0.00142308  0.00136725
          13     3.84563           0           0           0
          13     3.98547           0           0           0
          13     4.12531           0           0           0
          14   0.0699206        0.24    0.184143    0.013792
          14    0.209762       1.417     1.28779    0.036373
          14    0.349603       3.203     3.16275   0.0708977
          14    0.489444       5.015     5.57032      0.0831
          14    0.629285      8.1495     8.01639   0.0779184
          14    0.769126      10.094      10.072    0.102963
          14    0.908968      11.418     11.3338    0.115692
          14     1.04881     11.3435     11.6536    0.112129
          14     1.18865      10.883     11.4231    0.121132
          14     1.32849     10.2165     10.3712   0.0498272
          14     1.46833       9.086     8.98782   0.0975645
          14     1.60817       7.296     7.54575   0.0665487
          14     1.74801       6.151     5.90289   0.0772744
          14     1.88786      4.3265     4.31714   0.0679913
          14      2.0277       3.262     3.02511   0.0622637
          14     2.16754       2.493     2.05811   0.0522244
          14     2.30738      1.3945        1.25   0.0341694
          14     2.44722      0.9725    0.777036   0.0295295
          14     2.58706      0.4915    0.477286   0.0292652
          14      2.7269      0.2315    0.263964   0.0155621
          14     2.86674        0.17    0.160429   0.0111958
          14     3.00659       0.051       0.096   0.0100201
          14     3.14643       0.029     0.04075  0.00740462
          14     3.28627       0.016   0.0146071  0.00565396
          14     3.42611      0.0265       0.004  0.00216595
          14     3.56595       0.014  0.00185714  0.00121997
          14     3.70579      0.0095       0.002  0.00138597
          14     3.84563           0           0           0
          14     3.98547           0           0           0
          14     4.12531           0           0           0
          15   0.0699206      0.1545    0.182167   0.0130134
          15    0.209762      1.2485     1.28517   0.0340423
          15    0.349603       3.119     3.15983   0.0662312
          15    0.489444       5.378      5.5575   0.0785429
          15    0.629285      8.0825      8.0208   0.0728483
          15    0.769126      10.572     10.1054    0.101351
          15    0.908968     12.1215     11.3863    0.119304
          15     1.04881     12.3895     11.7027    0.114885
          15     1.18865      11.106      11.402    0.114887
          15     1.32849      10.001     10.3466   0.0522628
          15     1.46833       8.738     8.97117   0.0924708
          15     1.60817      7.2295     7.52467   0.0653665
          15     1.74801        5.62     5.88403   0.0743886
          15     1.88786      4.0725     4.30083   0.0653854
          15      2.0277      2.7555     3.00713   0.0606516
          15     2.16754       1.995      2.0539   0.0489119
          15     2.30738      1.4595     1.26397   0.0346284
          15     2.44722       0.799      0.7785   0.0275971
          15     2.58706       0.519    0.480067    0.027446
          15      2.7269        0.25    0.263033   0.0145525
          15     2.86674       0.149    0.159667   0.0104753
          15     3.00659       0.125   0.0979333  0.00953681
          15     3.14643       0.051   0.0414333  0.00694244
          15     3.28627       0.016      0.0147  0.00527779
          15     3.42611      0.0265      0.0055   0.0024873
          15     3.56595       0.022      0.0032  0.00172614
          15     3.70579           0  0.00186667  0.00129997
          15     3.84563           0           0           0
          15     3.98547           0           0           0
          15     4.12531           0           0           0
          16   0.0699206      0.2075     0.18375    0.012296
          16    0.209762       1.431     1.29428   0.0331123
          16    0.349603      3.4495     3.17794   0.0645187
          16    0.489444        5.54     5.55641   0.0736416
          16    0.629285       8.258     8.03562   0.0697875
          16    0.769126     10.2015     10.1114   0.0951941
          16    0.908968      11.012     11.3629    0.114118
          16     1.04881     12.3145     11.7409     0.11389
          16     1.18865      11.597     11.4142    0.108351
          16     1.32849       10.08     10.3299   0.0515836
          16     1.46833      8.2195     8.92419   0.0979005
          16     1.60817       7.126     7.49975    0.065859
          16     1.74801       5.776     5.87728    0.070045
          16     1.88786      4.2965     4.30056   0.0612994
          16      2.0277      2.9195     3.00166   0.0571077
          16     2.16754      2.1105     2.05744   0.0459827
          16     2.30738        1.27     1.26434   0.0324662
          16     2.44722       0.803    0.780031   0.0259148
          16     2.58706       0.637    0.489875   0.0274273
          16      2.7269      0.3375    0.267688   0.0143679
          16     2.86674       0.172    0.160437  0.00984894
          16     3.00659        0.09   0.0974375  0.00895364
          16     3.14643      0.0395   0.0413125  0.00650959
          16     3.28627       0.044   0.0165313  0.00525604
          16     3.42611      0.0385   0.0075625   0.0030701
          16     3.56595      0.0295  0.00484375  0.00226976
          16     3.70579           0     0.00175  0.00122395
          16     3.84563           0           0           0
          16     3.98547           0           0           0
          16     4.12531           0           0           0
          17   0.0699206      0.1745    0.183206   0.0115847
          17    0.209762       1.158     1.28626   0.0321203
          17    0.349603        3.08     3.17218   0.0609801
          17    0.489444       4.936     5.51991   0.0778289
          17    0.629285      7.8285     8.02344   0.0667374
          17    0.769126       10.21     10.1172   0.0897711
          17    0.908968      12.158     11.4097    0.116596
          17     1.04881     12.1115     11.7627    0.109257
          17     1.18865     12.0465     11.4514    0.108173
          17     1.32849      10.897     10.3633   0.0583469
          17     1.46833       8.622     8.90641   0.0937415
          17     1.60817       7.733     7.51347   0.0633981
          17     1.74801      5.4955     5.85482   0.0694317
          17     1.88786      4.1035     4.28897   0.0587794
          17      2.0277      2.7565     2.98724   0.0555394
          17     2.16754       1.953     2.05129   0.0436863
          17     2.30738       1.067     1.25274   0.0325657
          17     2.44722      0.7065    0.775706   0.0247487
          17     2.58706        0.45    0.487529    0.025914
          17      2.7269      0.2165    0.264676   0.0138347
          17     2.86674       0.063    0.154706   0.0108095
          17     3.00659      0.0525   0.0947941  0.00880852
          17     3.14643      0.0735   0.0432059   0.0063961
          17     3.28627      0.0545   0.0187647  0.00540058
          17     3.42611      0.0155  0.00802941   0.0029248
          17     3.56595      0.0145  0.00541176  0.00220617
          17     3.70579       0.023       0.003   0.0016726
          17     3.84563           0           0           0
          17     3.98547           0           0           0
          17     4.12531           0           0           0
          18   0.0699206      0.1805    0.183056   0.0109421
          18    0.209762      1.2815       1.286   0.0303369
          18    0.349603      2.9315     3.15881     0.05904
          18    0.489444       5.505     5.51908   0.0735095
          18    0.629285        8.08     8.02658   0.0631037
          18    0.769126       9.615     10.0893   0.0890134
          18    0.908968      11.211     11.3986     0.11064
          18     1.04881     11.9755     11.7746    0.103824
          18     1.18865      11.342     11.4453    0.102334
          18     1.32849     10.3195     10.3608    0.055156
          18     1.46833       8.716     8.89583   0.0891285
          18     1.60817      8.5475     7.57092   0.0818648
          18     1.74801       6.157     5.87161   0.0675734
          18     1.88786      4.2475     4.28667    0.055559
          18      2.0277      2.9915     2.98747   0.0524543
          18     2.16754       2.007     2.04883   0.0413285
          18     2.30738       1.225     1.25119   0.0307929
          18     2.44722       0.898      0.7825   0.0242885
          18     2.58706      0.3555    0.480194   0.0254913
          18      2.7269        0.29    0.266083   0.0131374
          18     2.86674       0.098    0.151556   0.0106581
          18     3.00659      0.0255   0.0909444  0.00912168
          18     3.14643           0   0.0408056  0.00647552
          18     3.28627           0   0.0177222  0.00520019
          18     3.42611           0  0.00758333  0.00279612
          18     3.56595           0  0.00511111  0.00210399
          18     3.70579           0  0.00283333  0.00158796
          18     3.84563           0           0           0
          18     3.98547           0           0           0
          18     4.12531           0           0           0
          19   0.0699206      0.2155    0.184763   0.0104986
          19    0.209762      1.1265     1.27761   0.0298792
          19    0.349603      2.8935     3.14484   0.0575602
          19    0.489444       5.084     5.49618   0.0731203
          19    0.629285       7.919     8.02092    0.060036
          19    0.769126      10.468     10.1092   0.0865315
          19    0.908968     11.4775     11.4028    0.104894
          19     1.04881     11.9505     11.7838    0.098772
          19     1.18865       11.37     11.4413    0.097025
          19     1.32849     10.1625     10.3504   0.0532317
          19     1.46833      9.1655     8.91003   0.0855601
          19     1.60817       7.615     7.57324    0.077589
          19     1.74801      5.8695      5.8715    0.064017
          19     1.88786      4.3105     4.28792    0.052649
          19      2.0277       3.071     2.99187   0.0498775
          19     2.16754       1.794     2.03542   0.0412723
          19     2.30738       1.497     1.26413   0.0317739
          19     2.44722       1.032    0.795632   0.0263216
          19     2.58706      0.5195    0.482263   0.0242334
          19      2.7269       0.187    0.261921   0.0130887
          19     2.86674      0.1455    0.151237   0.0101019
          19     3.00659      0.0695   0.0898158  0.00871114
          19     3.14643        0.01   0.0391842  0.00633443
          19     3.28627      0.0125   0.0174474  0.00493376
          19     3.42611      0.0215  0.00831579  0.00274321
          19     3.56595       0.013  0.00552632  0.00203381
          19     3.70579           0  0.00268421  0.00151137
          19     3.84563           0           0           0
          19     3.98547           0           0           0
          19     4.12531           0           0           0
          20   0.0699206      0.1305     0.18205   0.0103183
          20    0.209762       1.182     1.27283   0.0287651
          20    0.349603       2.915     3.13335   0.0558176
          20    0.489444      5.6655     5.50465   0.0699527
          20    0.629285       7.926     8.01618   0.0572215
          20    0.769126     10.2985     10.1187   0.0827209
          20    0.908968     11.3655     11.4009   0.0996661
          20     1.04881      12.327      11.811   0.0974959
          20     1.18865      12.036     11.4711   0.0966222
          20     1.32849      10.446     10.3552   0.0507843
          20     1.46833       8.431     8.88608   0.0845681
          20     1.60817       7.102     7.54968   0.0772043
          20     1.74801      5.4305     5.84945   0.0645019
          20     1.88786      4.1615      4.2816   0.0503946
          20      2.0277         2.9     2.98727   0.0475946
          20     2.16754        2.14     2.04065   0.0395386
          20     2.30738        1.37     1.26943    0.030623
          20     2.44722      0.9365    0.802675   0.0259308
          20     2.58706      0.5205    0.484175   0.0230971
          20      2.7269      0.2605     0.26185   0.0124345
          20     2.86674       0.172    0.152275  0.00965003
          20     3.00659      0.0955      0.0901  0.00828022
          20     3.14643       0.078    0.041125  0.00630802
          20     3.28627      0.0255     0.01785  0.00470347
          20     3.42611      0.0225    0.009025  0.00269617
          20     3.56595       0.048     0.00765  0.00283154
          20     3.70579       0.014     0.00325  0.00153806
          20     3.84563           0           0           0
          20     3.98547           0           0           0
          20     4.12531           0           0           0
