SA_step;mu;sigma
42959;0.79324;0.605902
42960;0.79324;0.605902
42961;0.79324;0.605902
42962;0.79324;0.605902
42963;0.79324;0.605902
42964;0.79324;0.605902
42965;0.79324;0.605902
42966;0.79324;0.605902
42967;0.79324;0.605902
42968;0.79324;0.605902
42969;0.79324;0.605902
42970;0.79324;0.605902
42971;0.79324;0.605902
42972;0.79324;0.605902
42973;0.79324;0.605902
42974;0.79324;0.605902
42975;0.79324;0.605902
42976;0.79324;0.605902
42977;0.79324;0.605902
42978;0.79324;0.605902
42979;0.79324;0.605902
42980;0.79324;0.605902
42981;0.79324;0.605902
42982;0.79324;0.605902
42983;0.79324;0.605902
42984;0.79324;0.605902
42985;0.79324;0.605902
42986;0.79324;0.605902
42987;0.79324;0.605902
42988;0.79324;0.605902
42989;0.79324;0.605902
42990;0.79324;0.605902
42991;0.79324;0.605902
42992;0.79324;0.605902
42993;0.79324;0.605902
42994;0.79324;0.605902
42995;0.79324;0.605902
42996;0.79324;0.605902
42997;0.79324;0.605902
42998;0.79324;0.605902
42999;0.79324;0.605902
43000;0.79324;0.605902
43001;0.79324;0.605902
43002;0.79324;0.605902
43003;0.79324;0.605902
43004;0.79324;0.605902
43005;0.79324;0.605902
43006;0.79324;0.605902
43007;0.79324;0.605902
43008;0.79324;0.605902
43009;0.803597;0.585006
43010;0.803597;0.585006
43011;0.803597;0.585006
43012;0.803597;0.585006
43013;0.827798;0.612863
43014;0.827798;0.612863
43015;0.830366;0.598384
43016;0.830366;0.598384
43017;0.830366;0.598384
43018;0.830366;0.598384
43019;0.830366;0.598384
43020;0.830366;0.598384
43021;0.830366;0.598384
43022;0.830366;0.598384
43023;0.830366;0.598384
43024;0.830366;0.598384
43025;0.830366;0.598384
43026;0.830366;0.598384
43027;0.830366;0.598384
43028;0.830366;0.598384
43029;0.830366;0.598384
43030;0.830366;0.598384
43031;0.830366;0.598384
43032;0.830366;0.598384
43033;0.830366;0.598384
43034;0.830366;0.598384
43035;0.830366;0.598384
43036;0.830366;0.598384
43037;0.830366;0.598384
43038;0.830366;0.598384
43039;0.830366;0.598384
43040;0.830366;0.598384
43041;0.830366;0.598384
43042;0.81809;0.61415
43043;0.81809;0.61415
43044;0.81809;0.61415
43045;0.81809;0.61415
43046;0.81809;0.61415
43047;0.81809;0.61415
43048;0.81809;0.61415
43049;0.81809;0.61415
43050;0.81809;0.61415
43051;0.81809;0.61415
43052;0.81809;0.61415
43053;0.800777;0.601982
43054;0.800777;0.601982
43055;0.800777;0.601982
43056;0.780934;0.609086
43057;0.780934;0.609086
43058;0.780934;0.609086
43059;0.780934;0.609086
43060;0.780934;0.609086
43061;0.780934;0.609086
43062;0.780934;0.609086
43063;0.780934;0.609086
43064;0.815724;0.593689
43065;0.815724;0.593689
43066;0.815724;0.593689
43067;0.815724;0.593689
43068;0.815724;0.593689
43069;0.815724;0.593689
43070;0.813644;0.609449
43071;0.813644;0.609449
43072;0.813644;0.609449
43073;0.813644;0.609449
43074;0.803209;0.596407
43075;0.803209;0.596407
43076;0.803209;0.596407
43077;0.803209;0.596407
43078;0.803209;0.596407
43079;0.811107;0.589434
43080;0.811107;0.589434
43081;0.811107;0.589434
43082;0.809815;0.582733
43083;0.809815;0.582733
43084;0.788944;0.590647
43085;0.788944;0.590647
43086;0.788944;0.590647
43087;0.788944;0.590647
43088;0.788944;0.590647
43089;0.788944;0.590647
43090;0.788944;0.590647
43091;0.788944;0.590647
43092;0.788944;0.590647
43093;0.788944;0.590647
43094;0.788944;0.590647
43095;0.788944;0.590647
43096;0.788944;0.590647
43097;0.788944;0.590647
43098;0.788944;0.590647
43099;0.788944;0.590647
43100;0.788944;0.590647
43101;0.788944;0.590647
43102;0.788944;0.590647
43103;0.788944;0.590647
43104;0.788944;0.590647
43105;0.788944;0.590647
43106;0.788944;0.590647
43107;0.788944;0.590647
43108;0.800116;0.597777
43109;0.800116;0.597777
43110;0.800116;0.597777
43111;0.800116;0.597777
43112;0.800116;0.597777
43113;0.800116;0.597777
43114;0.816659;0.59984
43115;0.816659;0.59984
43116;0.816659;0.59984
43117;0.816659;0.59984
43118;0.816659;0.59984
43119;0.816659;0.59984
43120;0.816659;0.59984
43121;0.823575;0.620453
43122;0.823575;0.620453
43123;0.823575;0.620453
43124;0.823575;0.620453
43125;0.823575;0.620453
43126;0.823575;0.620453
43127;0.823575;0.620453
43128;0.823575;0.620453
43129;0.823575;0.620453
43130;0.823575;0.620453
43131;0.823575;0.620453
43132;0.823575;0.620453
43133;0.823575;0.620453
43134;0.823575;0.620453
43135;0.823575;0.620453
43136;0.823575;0.620453
43137;0.823575;0.620453
43138;0.823575;0.620453
43139;0.823575;0.620453
43140;0.79548;0.604502
43141;0.79548;0.604502
43142;0.79548;0.604502
43143;0.79548;0.604502
43144;0.79548;0.604502
43145;0.79548;0.604502
43146;0.79548;0.604502
43147;0.79548;0.604502
43148;0.79548;0.604502
43149;0.79548;0.604502
43150;0.79548;0.604502
43151;0.79548;0.604502
43152;0.79548;0.604502
43153;0.79548;0.604502
43154;0.79548;0.604502
43155;0.79548;0.604502
43156;0.79548;0.604502
43157;0.79548;0.604502
43158;0.79548;0.604502
43159;0.79548;0.604502
43160;0.79548;0.604502
43161;0.79548;0.604502
43162;0.79548;0.604502
43163;0.79548;0.604502
43164;0.79548;0.604502
43165;0.79548;0.604502
43166;0.79548;0.604502
43167;0.79548;0.604502
43168;0.79548;0.604502
43169;0.79548;0.604502
43170;0.79548;0.604502
43171;0.79548;0.604502
43172;0.79548;0.604502
43173;0.79548;0.604502
43174;0.79548;0.604502
43175;0.79548;0.604502
43176;0.79548;0.604502
43177;0.79548;0.604502
43178;0.79548;0.604502
43179;0.79548;0.604502
43180;0.79548;0.604502
43181;0.79548;0.604502
43182;0.79548;0.604502
43183;0.79548;0.604502
43184;0.79548;0.604502
43185;0.79548;0.604502
43186;0.79548;0.604502
43187;0.79548;0.604502
43188;0.79548;0.604502
43189;0.79548;0.604502
43190;0.79548;0.604502
43191;0.79548;0.604502
43192;0.79548;0.604502
43193;0.79548;0.604502
43194;0.79548;0.604502
43195;0.79548;0.604502
43196;0.79548;0.604502
43197;0.79548;0.604502
43198;0.79548;0.604502
43199;0.79548;0.604502
43200;0.79548;0.604502
43201;0.79548;0.604502
43202;0.79548;0.604502
43203;0.79548;0.604502
43204;0.79548;0.604502
43205;0.79548;0.604502
43206;0.79548;0.604502
43207;0.79548;0.604502
43208;0.79548;0.604502
43209;0.79548;0.604502
43210;0.79548;0.604502
43211;0.79548;0.604502
43212;0.79548;0.604502
43213;0.79548;0.604502
43214;0.79548;0.604502
43215;0.79548;0.604502
43216;0.79548;0.604502
43217;0.79548;0.604502
43218;0.79548;0.604502
43219;0.79548;0.604502
43220;0.79548;0.604502
43221;0.79548;0.604502
43222;0.79548;0.604502
43223;0.823557;0.610872
43224;0.812396;0.594843
43225;0.812396;0.594843
43226;0.812396;0.594843
43227;0.812396;0.594843
43228;0.784627;0.601264
43229;0.784627;0.601264
43230;0.797708;0.592318
43231;0.797708;0.592318
43232;0.798177;0.59178
43233;0.798177;0.59178
43234;0.798177;0.59178
43235;0.798177;0.59178
43236;0.798177;0.59178
43237;0.798177;0.59178
43238;0.798177;0.59178
43239;0.798177;0.59178
43240;0.798177;0.59178
43241;0.798177;0.59178
43242;0.798177;0.59178
43243;0.798177;0.59178
43244;0.798177;0.59178
43245;0.798177;0.59178
43246;0.798177;0.59178
43247;0.798177;0.59178
43248;0.798177;0.59178
43249;0.806785;0.606779
43250;0.806785;0.606779
43251;0.806785;0.606779
43252;0.821875;0.616816
43253;0.821875;0.616816
43254;0.821875;0.616816
43255;0.821875;0.616816
43256;0.821875;0.616816
43257;0.821875;0.616816
43258;0.821875;0.616816
43259;0.821875;0.616816
43260;0.821875;0.616816
43261;0.821875;0.616816
43262;0.821875;0.616816
43263;0.821875;0.616816
43264;0.821875;0.616816
43265;0.821875;0.616816
43266;0.821875;0.616816
43267;0.821875;0.616816
43268;0.821875;0.616816
43269;0.821875;0.616816
43270;0.838998;0.620768
43271;0.838998;0.620768
43272;0.838998;0.620768
43273;0.838998;0.620768
43274;0.838998;0.620768
43275;0.838998;0.620768
43276;0.838998;0.620768
43277;0.838998;0.620768
43278;0.838998;0.620768
43279;0.838998;0.620768
43280;0.85806;0.608238
43281;0.848632;0.621923
43282;0.848632;0.621923
43283;0.848632;0.621923
43284;0.813414;0.623302
43285;0.813414;0.623302
43286;0.813414;0.623302
43287;0.813414;0.623302
43288;0.813414;0.623302
43289;0.813414;0.623302
43290;0.813414;0.623302
43291;0.813414;0.623302
43292;0.813414;0.623302
43293;0.813414;0.623302
43294;0.813414;0.623302
43295;0.817612;0.623859
43296;0.817612;0.623859
43297;0.778499;0.606659
43298;0.778499;0.606659
43299;0.778499;0.606659
43300;0.778499;0.606659
43301;0.778499;0.606659
43302;0.778499;0.606659
43303;0.778499;0.606659
43304;0.778499;0.606659
43305;0.778499;0.606659
43306;0.789175;0.6175
43307;0.80607;0.642427
43308;0.80607;0.642427
43309;0.80607;0.642427
43310;0.80607;0.642427
43311;0.80607;0.642427
43312;0.789154;0.618538
43313;0.789154;0.618538
43314;0.789154;0.618538
43315;0.789154;0.618538
43316;0.789154;0.618538
43317;0.805033;0.610892
43318;0.814057;0.606372
43319;0.822896;0.612782
43320;0.822896;0.612782
43321;0.822896;0.612782
43322;0.798645;0.599501
43323;0.798645;0.599501
43324;0.798645;0.599501
43325;0.798645;0.599501
43326;0.798645;0.599501
43327;0.798645;0.599501
43328;0.798645;0.599501
43329;0.798645;0.599501
43330;0.803272;0.605487
43331;0.815009;0.599625
43332;0.815009;0.599625
43333;0.815009;0.599625
43334;0.815009;0.599625
43335;0.815009;0.599625
43336;0.815009;0.599625
43337;0.815009;0.599625
43338;0.815009;0.599625
43339;0.815009;0.599625
43340;0.815009;0.599625
43341;0.815009;0.599625
43342;0.815009;0.599625
43343;0.815009;0.599625
43344;0.815009;0.599625
43345;0.815009;0.599625
43346;0.815009;0.599625
43347;0.815009;0.599625
43348;0.815009;0.599625
43349;0.815009;0.599625
43350;0.815009;0.599625
43351;0.837324;0.597929
43352;0.837324;0.597929
43353;0.837324;0.597929
43354;0.837324;0.597929
43355;0.837324;0.597929
43356;0.837324;0.597929
43357;0.837324;0.597929
43358;0.837324;0.597929
43359;0.837324;0.597929
43360;0.837324;0.597929
43361;0.864755;0.61791
43362;0.864755;0.61791
43363;0.864755;0.61791
43364;0.864755;0.61791
43365;0.864755;0.61791
43366;0.864755;0.61791
43367;0.864755;0.61791
43368;0.864755;0.61791
43369;0.864755;0.61791
43370;0.864755;0.61791
43371;0.864755;0.61791
43372;0.864755;0.61791
43373;0.864755;0.61791
43374;0.864755;0.61791
43375;0.864755;0.61791
43376;0.864755;0.61791
43377;0.831918;0.615882
43378;0.831918;0.615882
43379;0.831918;0.615882
43380;0.831918;0.615882
43381;0.84316;0.596487
43382;0.84316;0.596487
43383;0.84316;0.596487
43384;0.84316;0.596487
43385;0.807866;0.610205
43386;0.807866;0.610205
43387;0.807866;0.610205
43388;0.840576;0.621454
43389;0.840576;0.621454
43390;0.840576;0.621454
43391;0.840576;0.621454
43392;0.840576;0.621454
43393;0.840576;0.621454
43394;0.840576;0.621454
43395;0.840576;0.621454
43396;0.840576;0.621454
43397;0.840576;0.621454
43398;0.840576;0.621454
43399;0.840576;0.621454
43400;0.840576;0.621454
43401;0.840576;0.621454
43402;0.840576;0.621454
43403;0.840576;0.621454
43404;0.840576;0.621454
43405;0.840576;0.621454
43406;0.840576;0.621454
43407;0.840576;0.621454
43408;0.840576;0.621454
43409;0.840576;0.621454
43410;0.840576;0.621454
43411;0.840576;0.621454
43412;0.840576;0.621454
43413;0.840576;0.621454
43414;0.840576;0.621454
43415;0.840576;0.621454
43416;0.840576;0.621454
43417;0.840576;0.621454
43418;0.840576;0.621454
43419;0.840576;0.621454
43420;0.840576;0.621454
43421;0.840576;0.621454
43422;0.840576;0.621454
43423;0.840576;0.621454
43424;0.840576;0.621454
43425;0.840576;0.621454
43426;0.840576;0.621454
43427;0.840576;0.621454
43428;0.840576;0.621454
43429;0.840576;0.621454
43430;0.840576;0.621454
43431;0.840576;0.621454
43432;0.840576;0.621454
43433;0.840576;0.621454
43434;0.840576;0.621454
43435;0.840576;0.621454
43436;0.840576;0.621454
43437;0.840576;0.621454
43438;0.840576;0.621454
43439;0.840576;0.621454
43440;0.840576;0.621454
43441;0.840576;0.621454
43442;0.840576;0.621454
43443;0.840576;0.621454
43444;0.840576;0.621454
43445;0.840576;0.621454
43446;0.840576;0.621454
43447;0.840576;0.621454
43448;0.840576;0.621454
43449;0.840576;0.621454
43450;0.840576;0.621454
43451;0.840576;0.621454
43452;0.840576;0.621454
43453;0.840576;0.621454
43454;0.840576;0.621454
43455;0.840576;0.621454
43456;0.840576;0.621454
43457;0.840576;0.621454
43458;0.840576;0.621454
43459;0.840576;0.621454
43460;0.840576;0.621454
43461;0.840576;0.621454
43462;0.840576;0.621454
43463;0.840576;0.621454
43464;0.840576;0.621454
43465;0.840576;0.621454
43466;0.840576;0.621454
43467;0.840576;0.621454
43468;0.840576;0.621454
43469;0.840576;0.621454
43470;0.840576;0.621454
43471;0.840576;0.621454
43472;0.840576;0.621454
43473;0.840576;0.621454
43474;0.840576;0.621454
43475;0.840576;0.621454
43476;0.840576;0.621454
43477;0.840576;0.621454
43478;0.840576;0.621454
43479;0.840576;0.621454
43480;0.840576;0.621454
43481;0.840576;0.621454
43482;0.840576;0.621454
43483;0.840576;0.621454
43484;0.840576;0.621454
43485;0.840576;0.621454
43486;0.840576;0.621454
43487;0.840576;0.621454
43488;0.840576;0.621454
43489;0.840576;0.621454
43490;0.840576;0.621454
43491;0.840576;0.621454
43492;0.840576;0.621454
43493;0.840576;0.621454
43494;0.840576;0.621454
43495;0.840576;0.621454
43496;0.840576;0.621454
43497;0.840576;0.621454
43498;0.840576;0.621454
43499;0.840576;0.621454
43500;0.840576;0.621454
43501;0.840576;0.621454
43502;0.840576;0.621454
43503;0.840576;0.621454
43504;0.840576;0.621454
43505;0.840576;0.621454
43506;0.840576;0.621454
43507;0.840576;0.621454
43508;0.840576;0.621454
43509;0.840576;0.621454
43510;0.840576;0.621454
43511;0.840576;0.621454
43512;0.840576;0.621454
43513;0.840576;0.621454
43514;0.840576;0.621454
43515;0.840576;0.621454
43516;0.840576;0.621454
43517;0.840576;0.621454
43518;0.840576;0.621454
43519;0.840576;0.621454
43520;0.840576;0.621454
43521;0.840576;0.621454
43522;0.840576;0.621454
43523;0.840576;0.621454
43524;0.840576;0.621454
43525;0.840576;0.621454
43526;0.840576;0.621454
43527;0.840576;0.621454
43528;0.840576;0.621454
43529;0.840576;0.621454
43530;0.840576;0.621454
43531;0.840576;0.621454
43532;0.840576;0.621454
43533;0.840576;0.621454
43534;0.840576;0.621454
43535;0.840576;0.621454
43536;0.840576;0.621454
43537;0.840576;0.621454
43538;0.840576;0.621454
43539;0.840576;0.621454
43540;0.840576;0.621454
43541;0.840576;0.621454
43542;0.840576;0.621454
43543;0.840576;0.621454
43544;0.840576;0.621454
43545;0.840576;0.621454
43546;0.840576;0.621454
43547;0.840576;0.621454
43548;0.840576;0.621454
43549;0.840576;0.621454
43550;0.840576;0.621454
43551;0.840576;0.621454
43552;0.840576;0.621454
43553;0.840576;0.621454
43554;0.840576;0.621454
43555;0.840576;0.621454
43556;0.840576;0.621454
43557;0.840576;0.621454
43558;0.840576;0.621454
43559;0.840576;0.621454
43560;0.840576;0.621454
43561;0.840576;0.621454
43562;0.845293;0.622546
43563;0.845293;0.622546
43564;0.845293;0.622546
43565;0.845293;0.622546
43566;0.845293;0.622546
43567;0.845293;0.622546
43568;0.845293;0.622546
43569;0.845293;0.622546
43570;0.845293;0.622546
43571;0.845293;0.622546
43572;0.845293;0.622546
43573;0.845293;0.622546
43574;0.845293;0.622546
43575;0.845293;0.622546
43576;0.845293;0.622546
43577;0.845293;0.622546
43578;0.845293;0.622546
43579;0.845293;0.622546
43580;0.845293;0.622546
43581;0.845293;0.622546
43582;0.845293;0.622546
43583;0.845293;0.622546
43584;0.845293;0.622546
43585;0.845293;0.622546
43586;0.845293;0.622546
43587;0.845293;0.622546
43588;0.845293;0.622546
43589;0.845293;0.622546
43590;0.845293;0.622546
43591;0.845293;0.622546
43592;0.845293;0.622546
43593;0.845293;0.622546
43594;0.845293;0.622546
43595;0.845293;0.622546
43596;0.845293;0.622546
43597;0.845293;0.622546
43598;0.845293;0.622546
43599;0.845293;0.622546
43600;0.845293;0.622546
43601;0.845293;0.622546
43602;0.845293;0.622546
43603;0.845293;0.622546
43604;0.845293;0.622546
43605;0.845293;0.622546
43606;0.845293;0.622546
43607;0.845293;0.622546
43608;0.845293;0.622546
43609;0.845293;0.622546
43610;0.845293;0.622546
43611;0.845293;0.622546
43612;0.814514;0.600123
43613;0.814514;0.600123
43614;0.814514;0.600123
43615;0.814514;0.600123
43616;0.799018;0.60603
43617;0.799018;0.60603
43618;0.799018;0.60603
43619;0.799018;0.60603
43620;0.799018;0.60603
43621;0.799018;0.60603
43622;0.799018;0.60603
43623;0.799018;0.60603
43624;0.799018;0.60603
43625;0.799018;0.60603
43626;0.813384;0.604225
43627;0.813384;0.604225
43628;0.813384;0.604225
43629;0.813384;0.604225
43630;0.813384;0.604225
43631;0.813384;0.604225
43632;0.813384;0.604225
43633;0.813384;0.604225
43634;0.813384;0.604225
43635;0.813384;0.604225
43636;0.813384;0.604225
43637;0.813384;0.604225
43638;0.813384;0.604225
43639;0.813384;0.604225
43640;0.795762;0.610435
43641;0.795762;0.610435
43642;0.795762;0.610435
43643;0.808196;0.630079
43644;0.808196;0.630079
43645;0.808196;0.630079
43646;0.808196;0.630079
43647;0.808196;0.630079
43648;0.808196;0.630079
43649;0.808196;0.630079
43650;0.808196;0.630079
43651;0.808196;0.630079
43652;0.808196;0.630079
43653;0.808196;0.630079
43654;0.808196;0.630079
43655;0.808196;0.630079
43656;0.799037;0.613373
43657;0.799037;0.613373
43658;0.799037;0.613373
43659;0.799037;0.613373
43660;0.799037;0.613373
43661;0.799037;0.613373
43662;0.799037;0.613373
43663;0.799037;0.613373
43664;0.816241;0.593918
43665;0.816241;0.593918
43666;0.816241;0.593918
43667;0.816241;0.593918
43668;0.816241;0.593918
43669;0.816241;0.593918
43670;0.816241;0.593918
43671;0.816241;0.593918
43672;0.837455;0.582245
43673;0.837455;0.582245
43674;0.837455;0.582245
43675;0.837455;0.582245
43676;0.821303;0.576839
43677;0.821303;0.576839
43678;0.821303;0.576839
43679;0.821303;0.576839
43680;0.821303;0.576839
43681;0.821303;0.576839
43682;0.821303;0.576839
43683;0.821303;0.576839
43684;0.821303;0.576839
43685;0.821303;0.576839
43686;0.834186;0.605897
43687;0.828769;0.62323
43688;0.804755;0.602661
43689;0.804755;0.602661
43690;0.811567;0.589069
43691;0.814521;0.611378
43692;0.814521;0.611378
43693;0.823016;0.605689
43694;0.823016;0.605689
43695;0.823016;0.605689
43696;0.823016;0.605689
43697;0.819657;0.590191
43698;0.819657;0.590191
43699;0.819657;0.590191
43700;0.819657;0.590191
43701;0.819657;0.590191
43702;0.819657;0.590191
43703;0.819657;0.590191
43704;0.819657;0.590191
43705;0.819657;0.590191
43706;0.819657;0.590191
43707;0.819657;0.590191
43708;0.819657;0.590191
43709;0.819657;0.590191
43710;0.819657;0.590191
43711;0.819657;0.590191
43712;0.819657;0.590191
43713;0.819657;0.590191
43714;0.787649;0.617617
43715;0.787649;0.617617
43716;0.787649;0.617617
43717;0.787649;0.617617
43718;0.787649;0.617617
43719;0.787649;0.617617
43720;0.802884;0.612323
43721;0.802884;0.612323
43722;0.802884;0.612323
43723;0.810678;0.615979
43724;0.810678;0.615979
43725;0.840015;0.609737
43726;0.840015;0.609737
43727;0.800468;0.629592
43728;0.809079;0.611622
43729;0.803269;0.618446
43730;0.803269;0.618446
43731;0.809226;0.592666
43732;0.809226;0.592666
43733;0.809226;0.592666
43734;0.806648;0.615734
43735;0.806648;0.615734
43736;0.801346;0.614501
43737;0.801346;0.614501
43738;0.801346;0.614501
43739;0.801346;0.614501
43740;0.801346;0.614501
43741;0.827463;0.614731
43742;0.827463;0.614731
43743;0.827463;0.614731
43744;0.833892;0.609909
43745;0.833892;0.609909
43746;0.833892;0.609909
43747;0.833892;0.609909
43748;0.796082;0.604607
43749;0.796082;0.604607
43750;0.796082;0.604607
43751;0.796082;0.604607
43752;0.804782;0.614496
43753;0.804782;0.614496
43754;0.804782;0.614496
43755;0.800448;0.605965
43756;0.785875;0.629193
43757;0.82549;0.61132
43758;0.82549;0.61132
43759;0.82549;0.61132
43760;0.82549;0.61132
43761;0.799507;0.615195
43762;0.799507;0.615195
43763;0.799507;0.615195
43764;0.799507;0.615195
43765;0.799507;0.615195
43766;0.799507;0.615195
43767;0.830943;0.620845
43768;0.830943;0.620845
43769;0.830943;0.620845
43770;0.807512;0.621331
43771;0.807512;0.621331
