SA_step;mu;sigma
41883;0.828116;0.618539
41884;0.828116;0.618539
41885;0.828116;0.618539
41886;0.828116;0.618539
41887;0.828116;0.618539
41888;0.828116;0.618539
41889;0.813152;0.632502
41890;0.813152;0.632502
41891;0.850968;0.627989
41892;0.850968;0.627989
41893;0.850968;0.627989
41894;0.850968;0.627989
41895;0.850968;0.627989
41896;0.864454;0.629131
41897;0.864454;0.629131
41898;0.864454;0.629131
41899;0.864454;0.629131
41900;0.864454;0.629131
41901;0.864454;0.629131
41902;0.864454;0.629131
41903;0.864454;0.629131
41904;0.864454;0.629131
41905;0.864454;0.629131
41906;0.864454;0.629131
41907;0.864454;0.629131
41908;0.864454;0.629131
41909;0.872744;0.633119
41910;0.872744;0.633119
41911;0.872744;0.633119
41912;0.872744;0.633119
41913;0.872744;0.633119
41914;0.872744;0.633119
41915;0.833421;0.608691
41916;0.841891;0.625059
41917;0.841891;0.625059
41918;0.841891;0.625059
41919;0.841891;0.625059
41920;0.841891;0.625059
41921;0.841891;0.625059
41922;0.841891;0.625059
41923;0.841891;0.625059
41924;0.841891;0.625059
41925;0.841891;0.625059
41926;0.841891;0.625059
41927;0.841891;0.625059
41928;0.841891;0.625059
41929;0.841891;0.625059
41930;0.841891;0.625059
41931;0.841891;0.625059
41932;0.841891;0.625059
41933;0.841891;0.625059
41934;0.841891;0.625059
41935;0.841891;0.625059
41936;0.841891;0.625059
41937;0.841891;0.625059
41938;0.841891;0.625059
41939;0.841891;0.625059
41940;0.841891;0.625059
41941;0.841891;0.625059
41942;0.841891;0.625059
41943;0.841891;0.625059
41944;0.841891;0.625059
41945;0.841891;0.625059
41946;0.808633;0.606836
41947;0.808633;0.606836
41948;0.808633;0.606836
41949;0.808633;0.606836
41950;0.844824;0.607405
41951;0.844824;0.607405
41952;0.844824;0.607405
41953;0.807665;0.629339
41954;0.836456;0.602935
41955;0.836456;0.602935
41956;0.836456;0.602935
41957;0.836456;0.602935
41958;0.836456;0.602935
41959;0.836456;0.602935
41960;0.836456;0.602935
41961;0.836456;0.602935
41962;0.836456;0.602935
41963;0.836456;0.602935
41964;0.836456;0.602935
41965;0.836456;0.602935
41966;0.836456;0.602935
41967;0.836456;0.602935
41968;0.836456;0.602935
41969;0.836456;0.602935
41970;0.836456;0.602935
41971;0.836456;0.602935
41972;0.836456;0.602935
41973;0.836456;0.602935
41974;0.836456;0.602935
41975;0.836456;0.602935
41976;0.836456;0.602935
41977;0.836456;0.602935
41978;0.836456;0.602935
41979;0.836456;0.602935
41980;0.836456;0.602935
41981;0.836456;0.602935
41982;0.836456;0.602935
41983;0.836456;0.602935
41984;0.836456;0.602935
41985;0.836456;0.602935
41986;0.836456;0.602935
41987;0.836456;0.602935
41988;0.836456;0.602935
41989;0.836456;0.602935
41990;0.836456;0.602935
41991;0.836456;0.602935
41992;0.836456;0.602935
41993;0.836456;0.602935
41994;0.836456;0.602935
41995;0.836456;0.602935
41996;0.836456;0.602935
41997;0.836456;0.602935
41998;0.836456;0.602935
41999;0.836456;0.602935
42000;0.836456;0.602935
42001;0.836456;0.602935
42002;0.836456;0.602935
42003;0.836456;0.602935
42004;0.836456;0.602935
42005;0.836456;0.602935
42006;0.836456;0.602935
42007;0.836456;0.602935
42008;0.836456;0.602935
42009;0.836456;0.602935
42010;0.836456;0.602935
42011;0.836456;0.602935
42012;0.836456;0.602935
42013;0.836456;0.602935
42014;0.836456;0.602935
42015;0.836456;0.602935
42016;0.836456;0.602935
42017;0.836456;0.602935
42018;0.836456;0.602935
42019;0.836456;0.602935
42020;0.836456;0.602935
42021;0.836456;0.602935
42022;0.836456;0.602935
42023;0.836456;0.602935
42024;0.836456;0.602935
42025;0.836456;0.602935
42026;0.836456;0.602935
42027;0.836456;0.602935
42028;0.836456;0.602935
42029;0.836456;0.602935
42030;0.836456;0.602935
42031;0.836456;0.602935
42032;0.836456;0.602935
42033;0.836456;0.602935
42034;0.836456;0.602935
42035;0.836456;0.602935
42036;0.836456;0.602935
42037;0.836456;0.602935
42038;0.836456;0.602935
42039;0.836456;0.602935
42040;0.836456;0.602935
42041;0.836456;0.602935
42042;0.836456;0.602935
42043;0.836456;0.602935
42044;0.836456;0.602935
42045;0.836456;0.602935
42046;0.836456;0.602935
42047;0.836456;0.602935
42048;0.836456;0.602935
42049;0.836456;0.602935
42050;0.836456;0.602935
42051;0.836456;0.602935
42052;0.836456;0.602935
42053;0.836456;0.602935
42054;0.836456;0.602935
42055;0.836456;0.602935
42056;0.836456;0.602935
42057;0.836456;0.602935
42058;0.836456;0.602935
42059;0.836456;0.602935
42060;0.836456;0.602935
42061;0.836456;0.602935
42062;0.836456;0.602935
42063;0.836456;0.602935
42064;0.836456;0.602935
42065;0.836456;0.602935
42066;0.836456;0.602935
42067;0.836456;0.602935
42068;0.836456;0.602935
42069;0.836456;0.602935
42070;0.836456;0.602935
42071;0.836456;0.602935
42072;0.836456;0.602935
42073;0.836456;0.602935
42074;0.836456;0.602935
42075;0.836456;0.602935
42076;0.836456;0.602935
42077;0.836456;0.602935
42078;0.836456;0.602935
42079;0.836456;0.602935
42080;0.836456;0.602935
42081;0.836456;0.602935
42082;0.836456;0.602935
42083;0.836456;0.602935
42084;0.836456;0.602935
42085;0.836456;0.602935
42086;0.836456;0.602935
42087;0.836456;0.602935
42088;0.836456;0.602935
42089;0.836456;0.602935
42090;0.836456;0.602935
42091;0.836456;0.602935
42092;0.836456;0.602935
42093;0.836456;0.602935
42094;0.836456;0.602935
42095;0.836456;0.602935
42096;0.836456;0.602935
42097;0.836456;0.602935
42098;0.836456;0.602935
42099;0.836456;0.602935
42100;0.836456;0.602935
42101;0.836456;0.602935
42102;0.836456;0.602935
42103;0.836456;0.602935
42104;0.836456;0.602935
42105;0.836456;0.602935
42106;0.836456;0.602935
42107;0.836456;0.602935
42108;0.836456;0.602935
42109;0.836456;0.602935
42110;0.836456;0.602935
42111;0.836456;0.602935
42112;0.836456;0.602935
42113;0.836456;0.602935
42114;0.836456;0.602935
42115;0.836456;0.602935
42116;0.836456;0.602935
42117;0.836456;0.602935
42118;0.836456;0.602935
42119;0.836456;0.602935
42120;0.836456;0.602935
42121;0.836456;0.602935
42122;0.836456;0.602935
42123;0.836456;0.602935
42124;0.836456;0.602935
42125;0.836456;0.602935
42126;0.836456;0.602935
42127;0.836456;0.602935
42128;0.836456;0.602935
42129;0.836456;0.602935
42130;0.836456;0.602935
42131;0.836456;0.602935
42132;0.836456;0.602935
42133;0.836456;0.602935
42134;0.836456;0.602935
42135;0.836456;0.602935
42136;0.836456;0.602935
42137;0.836456;0.602935
42138;0.836456;0.602935
42139;0.836456;0.602935
42140;0.836456;0.602935
42141;0.836456;0.602935
42142;0.836456;0.602935
42143;0.836456;0.602935
42144;0.836456;0.602935
42145;0.836456;0.602935
42146;0.836456;0.602935
42147;0.836456;0.602935
42148;0.836456;0.602935
42149;0.836456;0.602935
42150;0.836456;0.602935
42151;0.836456;0.602935
42152;0.836456;0.602935
42153;0.836456;0.602935
42154;0.836456;0.602935
42155;0.836456;0.602935
42156;0.836456;0.602935
42157;0.836456;0.602935
42158;0.836456;0.602935
42159;0.836456;0.602935
42160;0.836456;0.602935
42161;0.836456;0.602935
42162;0.836456;0.602935
42163;0.836456;0.602935
42164;0.836456;0.602935
42165;0.836456;0.602935
42166;0.836456;0.602935
42167;0.836456;0.602935
42168;0.836456;0.602935
42169;0.836456;0.602935
42170;0.836456;0.602935
42171;0.836456;0.602935
42172;0.836456;0.602935
42173;0.836456;0.602935
42174;0.836456;0.602935
42175;0.836456;0.602935
42176;0.836456;0.602935
42177;0.836456;0.602935
42178;0.836456;0.602935
42179;0.836456;0.602935
42180;0.836456;0.602935
42181;0.836456;0.602935
42182;0.836456;0.602935
42183;0.836456;0.602935
42184;0.836456;0.602935
42185;0.836456;0.602935
42186;0.836456;0.602935
42187;0.836456;0.602935
42188;0.836456;0.602935
42189;0.836456;0.602935
42190;0.836456;0.602935
42191;0.836456;0.602935
42192;0.836456;0.602935
42193;0.836456;0.602935
42194;0.836456;0.602935
42195;0.836456;0.602935
42196;0.836456;0.602935
42197;0.836456;0.602935
42198;0.836456;0.602935
42199;0.836456;0.602935
42200;0.836456;0.602935
42201;0.836456;0.602935
42202;0.836456;0.602935
42203;0.836456;0.602935
42204;0.836456;0.602935
42205;0.836456;0.602935
42206;0.836456;0.602935
42207;0.836456;0.602935
42208;0.836456;0.602935
42209;0.836456;0.602935
42210;0.836456;0.602935
42211;0.836456;0.602935
42212;0.836456;0.602935
42213;0.836456;0.602935
42214;0.836456;0.602935
42215;0.836456;0.602935
42216;0.836456;0.602935
42217;0.836456;0.602935
42218;0.836456;0.602935
42219;0.836456;0.602935
42220;0.836456;0.602935
42221;0.836456;0.602935
42222;0.836456;0.602935
42223;0.836456;0.602935
42224;0.836456;0.602935
42225;0.836456;0.602935
42226;0.836456;0.602935
42227;0.836456;0.602935
42228;0.836456;0.602935
42229;0.836456;0.602935
42230;0.836456;0.602935
42231;0.836456;0.602935
42232;0.836456;0.602935
42233;0.836456;0.602935
42234;0.836456;0.602935
42235;0.836456;0.602935
42236;0.836456;0.602935
42237;0.836456;0.602935
42238;0.836456;0.602935
42239;0.836456;0.602935
42240;0.836456;0.602935
42241;0.836456;0.602935
42242;0.836456;0.602935
42243;0.836456;0.602935
42244;0.836456;0.602935
42245;0.836456;0.602935
42246;0.836456;0.602935
42247;0.836456;0.602935
42248;0.836456;0.602935
42249;0.836456;0.602935
42250;0.836456;0.602935
42251;0.836456;0.602935
42252;0.836456;0.602935
42253;0.836456;0.602935
42254;0.836456;0.602935
42255;0.836456;0.602935
42256;0.836456;0.602935
42257;0.836456;0.602935
42258;0.836456;0.602935
42259;0.836456;0.602935
42260;0.836456;0.602935
42261;0.836456;0.602935
42262;0.836456;0.602935
42263;0.836456;0.602935
42264;0.836456;0.602935
42265;0.836456;0.602935
42266;0.836456;0.602935
42267;0.836456;0.602935
42268;0.836456;0.602935
42269;0.836456;0.602935
42270;0.836456;0.602935
42271;0.836456;0.602935
42272;0.836456;0.602935
42273;0.836456;0.602935
42274;0.836456;0.602935
42275;0.836456;0.602935
42276;0.836456;0.602935
42277;0.836456;0.602935
42278;0.836456;0.602935
42279;0.836456;0.602935
42280;0.836456;0.602935
42281;0.836456;0.602935
42282;0.836456;0.602935
42283;0.836456;0.602935
42284;0.836456;0.602935
42285;0.836456;0.602935
42286;0.836456;0.602935
42287;0.836456;0.602935
42288;0.836456;0.602935
42289;0.836456;0.602935
42290;0.836456;0.602935
42291;0.836456;0.602935
42292;0.836456;0.602935
42293;0.836456;0.602935
42294;0.836456;0.602935
42295;0.836456;0.602935
42296;0.836456;0.602935
42297;0.836456;0.602935
42298;0.836456;0.602935
42299;0.836456;0.602935
42300;0.836456;0.602935
42301;0.836456;0.602935
42302;0.836456;0.602935
42303;0.836456;0.602935
42304;0.836456;0.602935
42305;0.836456;0.602935
42306;0.836456;0.602935
42307;0.836456;0.602935
42308;0.836456;0.602935
42309;0.836456;0.602935
42310;0.836456;0.602935
42311;0.836456;0.602935
42312;0.836456;0.602935
42313;0.836456;0.602935
42314;0.836456;0.602935
42315;0.836456;0.602935
42316;0.836456;0.602935
42317;0.836456;0.602935
42318;0.836456;0.602935
42319;0.836456;0.602935
42320;0.836456;0.602935
42321;0.836456;0.602935
42322;0.836456;0.602935
42323;0.836456;0.602935
42324;0.836456;0.602935
42325;0.836456;0.602935
42326;0.836456;0.602935
42327;0.836456;0.602935
42328;0.836456;0.602935
42329;0.836456;0.602935
42330;0.836456;0.602935
42331;0.836456;0.602935
42332;0.836456;0.602935
42333;0.836456;0.602935
42334;0.836456;0.602935
42335;0.836456;0.602935
42336;0.836456;0.602935
42337;0.836456;0.602935
42338;0.836456;0.602935
42339;0.836456;0.602935
42340;0.836456;0.602935
42341;0.836456;0.602935
42342;0.836456;0.602935
42343;0.836456;0.602935
42344;0.836456;0.602935
42345;0.836456;0.602935
42346;0.836456;0.602935
42347;0.836456;0.602935
42348;0.836456;0.602935
42349;0.836456;0.602935
42350;0.836456;0.602935
42351;0.836456;0.602935
42352;0.836456;0.602935
42353;0.836456;0.602935
42354;0.836456;0.602935
42355;0.836456;0.602935
42356;0.836456;0.602935
42357;0.836456;0.602935
42358;0.836456;0.602935
42359;0.836456;0.602935
42360;0.836456;0.602935
42361;0.836456;0.602935
42362;0.836456;0.602935
42363;0.836456;0.602935
42364;0.836456;0.602935
42365;0.836456;0.602935
42366;0.836456;0.602935
42367;0.836456;0.602935
42368;0.836456;0.602935
42369;0.836456;0.602935
42370;0.836456;0.602935
42371;0.836456;0.602935
42372;0.836456;0.602935
42373;0.836456;0.602935
42374;0.836456;0.602935
42375;0.836456;0.602935
42376;0.836456;0.602935
42377;0.836456;0.602935
42378;0.836456;0.602935
42379;0.836456;0.602935
42380;0.836456;0.602935
42381;0.836456;0.602935
42382;0.836456;0.602935
42383;0.836456;0.602935
42384;0.836456;0.602935
42385;0.836456;0.602935
42386;0.836456;0.602935
42387;0.836456;0.602935
42388;0.836456;0.602935
42389;0.836456;0.602935
42390;0.836456;0.602935
42391;0.836456;0.602935
42392;0.836456;0.602935
42393;0.836456;0.602935
42394;0.836456;0.602935
42395;0.836456;0.602935
42396;0.836456;0.602935
42397;0.836456;0.602935
42398;0.836456;0.602935
42399;0.836456;0.602935
42400;0.836456;0.602935
42401;0.836456;0.602935
42402;0.836456;0.602935
42403;0.836456;0.602935
42404;0.836456;0.602935
42405;0.836456;0.602935
42406;0.836456;0.602935
42407;0.836456;0.602935
42408;0.836456;0.602935
42409;0.836456;0.602935
42410;0.836456;0.602935
42411;0.836456;0.602935
42412;0.836456;0.602935
42413;0.836456;0.602935
42414;0.836456;0.602935
42415;0.836456;0.602935
42416;0.836456;0.602935
42417;0.836456;0.602935
42418;0.836456;0.602935
42419;0.836456;0.602935
42420;0.836456;0.602935
42421;0.836456;0.602935
42422;0.836456;0.602935
42423;0.836456;0.602935
42424;0.836456;0.602935
42425;0.836456;0.602935
42426;0.836456;0.602935
42427;0.836456;0.602935
42428;0.836456;0.602935
42429;0.836456;0.602935
42430;0.836456;0.602935
42431;0.836456;0.602935
42432;0.836456;0.602935
42433;0.836456;0.602935
42434;0.836456;0.602935
42435;0.836456;0.602935
42436;0.836456;0.602935
42437;0.836456;0.602935
42438;0.836456;0.602935
42439;0.836456;0.602935
42440;0.836456;0.602935
42441;0.836456;0.602935
42442;0.836456;0.602935
42443;0.836456;0.602935
42444;0.836456;0.602935
42445;0.836456;0.602935
42446;0.836456;0.602935
42447;0.836456;0.602935
42448;0.836456;0.602935
42449;0.836456;0.602935
42450;0.836456;0.602935
42451;0.836456;0.602935
42452;0.836456;0.602935
42453;0.836456;0.602935
42454;0.836456;0.602935
42455;0.836456;0.602935
42456;0.836456;0.602935
42457;0.836456;0.602935
42458;0.836456;0.602935
42459;0.836456;0.602935
42460;0.836456;0.602935
42461;0.836456;0.602935
42462;0.836456;0.602935
42463;0.836456;0.602935
42464;0.836456;0.602935
42465;0.836456;0.602935
42466;0.836456;0.602935
42467;0.836456;0.602935
42468;0.836456;0.602935
42469;0.836456;0.602935
42470;0.836456;0.602935
42471;0.836456;0.602935
42472;0.836456;0.602935
42473;0.836456;0.602935
42474;0.836456;0.602935
42475;0.836456;0.602935
42476;0.836456;0.602935
42477;0.836456;0.602935
42478;0.836456;0.602935
42479;0.836456;0.602935
42480;0.836456;0.602935
42481;0.836456;0.602935
42482;0.836456;0.602935
42483;0.836456;0.602935
42484;0.836456;0.602935
42485;0.836456;0.602935
42486;0.836456;0.602935
42487;0.836456;0.602935
42488;0.836456;0.602935
42489;0.836456;0.602935
42490;0.836456;0.602935
42491;0.836456;0.602935
42492;0.836456;0.602935
42493;0.836456;0.602935
42494;0.836456;0.602935
42495;0.836456;0.602935
42496;0.836456;0.602935
42497;0.836456;0.602935
42498;0.836456;0.602935
42499;0.836456;0.602935
42500;0.836456;0.602935
42501;0.836456;0.602935
42502;0.836456;0.602935
42503;0.836456;0.602935
42504;0.836456;0.602935
42505;0.836456;0.602935
42506;0.836456;0.602935
42507;0.836456;0.602935
42508;0.836456;0.602935
42509;0.836456;0.602935
42510;0.836456;0.602935
42511;0.836456;0.602935
42512;0.836456;0.602935
42513;0.836456;0.602935
42514;0.836456;0.602935
42515;0.836456;0.602935
42516;0.836456;0.602935
42517;0.836456;0.602935
42518;0.836456;0.602935
42519;0.836456;0.602935
42520;0.836456;0.602935
42521;0.836456;0.602935
42522;0.836456;0.602935
42523;0.836456;0.602935
42524;0.836456;0.602935
42525;0.836456;0.602935
42526;0.836456;0.602935
42527;0.836456;0.602935
42528;0.836456;0.602935
42529;0.836456;0.602935
42530;0.836456;0.602935
42531;0.836456;0.602935
42532;0.836456;0.602935
42533;0.836456;0.602935
42534;0.836456;0.602935
42535;0.836456;0.602935
42536;0.836456;0.602935
42537;0.836456;0.602935
42538;0.836456;0.602935
42539;0.836456;0.602935
42540;0.836456;0.602935
42541;0.836456;0.602935
42542;0.836456;0.602935
42543;0.836456;0.602935
42544;0.836456;0.602935
42545;0.836456;0.602935
42546;0.836456;0.602935
42547;0.836456;0.602935
42548;0.836456;0.602935
42549;0.836456;0.602935
42550;0.836456;0.602935
42551;0.836456;0.602935
42552;0.836456;0.602935
42553;0.836456;0.602935
42554;0.836456;0.602935
42555;0.836456;0.602935
42556;0.836456;0.602935
42557;0.836456;0.602935
42558;0.836456;0.602935
42559;0.836456;0.602935
42560;0.836456;0.602935
42561;0.836456;0.602935
42562;0.836456;0.602935
42563;0.836456;0.602935
42564;0.836456;0.602935
42565;0.836456;0.602935
42566;0.836456;0.602935
42567;0.836456;0.602935
42568;0.836456;0.602935
42569;0.836456;0.602935
42570;0.836456;0.602935
42571;0.836456;0.602935
42572;0.836456;0.602935
42573;0.836456;0.602935
42574;0.836456;0.602935
42575;0.836456;0.602935
42576;0.836456;0.602935
42577;0.836456;0.602935
42578;0.836456;0.602935
42579;0.836456;0.602935
42580;0.836456;0.602935
42581;0.836456;0.602935
42582;0.836456;0.602935
42583;0.836456;0.602935
42584;0.836456;0.602935
42585;0.836456;0.602935
42586;0.836456;0.602935
42587;0.836456;0.602935
42588;0.836456;0.602935
42589;0.836456;0.602935
42590;0.836456;0.602935
42591;0.836456;0.602935
42592;0.836456;0.602935
42593;0.836456;0.602935
42594;0.836456;0.602935
42595;0.836456;0.602935
42596;0.836456;0.602935
42597;0.836456;0.602935
42598;0.836456;0.602935
42599;0.836456;0.602935
42600;0.836456;0.602935
42601;0.836456;0.602935
42602;0.836456;0.602935
42603;0.836456;0.602935
42604;0.836456;0.602935
42605;0.836456;0.602935
42606;0.836456;0.602935
42607;0.836456;0.602935
42608;0.836456;0.602935
42609;0.836456;0.602935
42610;0.836456;0.602935
42611;0.836456;0.602935
42612;0.836456;0.602935
42613;0.836456;0.602935
42614;0.836456;0.602935
42615;0.836456;0.602935
42616;0.836456;0.602935
42617;0.836456;0.602935
42618;0.836456;0.602935
42619;0.836456;0.602935
42620;0.836456;0.602935
42621;0.836456;0.602935
42622;0.836456;0.602935
42623;0.836456;0.602935
42624;0.836456;0.602935
42625;0.836456;0.602935
42626;0.836456;0.602935
42627;0.836456;0.602935
42628;0.836456;0.602935
42629;0.836456;0.602935
42630;0.836456;0.602935
42631;0.836456;0.602935
42632;0.836456;0.602935
42633;0.836456;0.602935
42634;0.836456;0.602935
42635;0.836456;0.602935
42636;0.836456;0.602935
42637;0.836456;0.602935
42638;0.836456;0.602935
42639;0.836456;0.602935
42640;0.836456;0.602935
42641;0.836456;0.602935
42642;0.836456;0.602935
42643;0.836456;0.602935
42644;0.836456;0.602935
42645;0.836456;0.602935
42646;0.836456;0.602935
42647;0.836456;0.602935
42648;0.836456;0.602935
42649;0.836456;0.602935
42650;0.836456;0.602935
42651;0.836456;0.602935
42652;0.836456;0.602935
42653;0.836456;0.602935
42654;0.836456;0.602935
42655;0.836456;0.602935
42656;0.836456;0.602935
42657;0.836456;0.602935
42658;0.836456;0.602935
42659;0.836456;0.602935
42660;0.836456;0.602935
42661;0.836456;0.602935
42662;0.836456;0.602935
42663;0.836456;0.602935
42664;0.836456;0.602935
42665;0.836456;0.602935
42666;0.836456;0.602935
42667;0.836456;0.602935
42668;0.836456;0.602935
42669;0.836456;0.602935
42670;0.836456;0.602935
42671;0.836456;0.602935
42672;0.836456;0.602935
42673;0.836456;0.602935
42674;0.836456;0.602935
42675;0.836456;0.602935
42676;0.836456;0.602935
42677;0.836456;0.602935
42678;0.836456;0.602935
42679;0.836456;0.602935
42680;0.836456;0.602935
42681;0.836456;0.602935
42682;0.836456;0.602935
42683;0.836456;0.602935
42684;0.836456;0.602935
42685;0.836456;0.602935
42686;0.836456;0.602935
42687;0.836456;0.602935
42688;0.836456;0.602935
42689;0.836456;0.602935
42690;0.836456;0.602935
42691;0.836456;0.602935
42692;0.836456;0.602935
42693;0.836456;0.602935
42694;0.836456;0.602935
42695;0.836456;0.602935
42696;0.836456;0.602935
42697;0.836456;0.602935
42698;0.836456;0.602935
42699;0.836456;0.602935
42700;0.836456;0.602935
42701;0.836456;0.602935
42702;0.836456;0.602935
42703;0.836456;0.602935
42704;0.836456;0.602935
42705;0.836456;0.602935
42706;0.836456;0.602935
42707;0.836456;0.602935
42708;0.836456;0.602935
42709;0.836456;0.602935
42710;0.836456;0.602935
42711;0.836456;0.602935
42712;0.835018;0.614544
42713;0.835018;0.614544
42714;0.835018;0.614544
42715;0.835018;0.614544
42716;0.835018;0.614544
42717;0.835018;0.614544
42718;0.835018;0.614544
42719;0.835018;0.614544
42720;0.835018;0.614544
42721;0.835018;0.614544
42722;0.835018;0.614544
42723;0.835454;0.615821
42724;0.835454;0.615821
42725;0.835454;0.615821
42726;0.835454;0.615821
42727;0.835454;0.615821
42728;0.835454;0.615821
42729;0.835454;0.615821
42730;0.835454;0.615821
42731;0.835454;0.615821
42732;0.835454;0.615821
42733;0.835454;0.615821
42734;0.835454;0.615821
42735;0.835454;0.615821
42736;0.835454;0.615821
42737;0.835454;0.615821
42738;0.835454;0.615821
42739;0.835454;0.615821
42740;0.835454;0.615821
42741;0.835454;0.615821
42742;0.835454;0.615821
42743;0.796411;0.609861
42744;0.796411;0.609861
42745;0.796411;0.609861
42746;0.796411;0.609861
42747;0.796411;0.609861
42748;0.796411;0.609861
42749;0.796411;0.609861
42750;0.796411;0.609861
42751;0.796411;0.609861
42752;0.796411;0.609861
42753;0.796411;0.609861
42754;0.796411;0.609861
42755;0.796411;0.609861
42756;0.796411;0.609861
42757;0.796411;0.609861
42758;0.796411;0.609861
42759;0.812843;0.614996
42760;0.797506;0.612509
42761;0.797506;0.612509
42762;0.795138;0.608217
42763;0.784503;0.617113
42764;0.784503;0.617113
42765;0.784503;0.617113
42766;0.784503;0.617113
42767;0.784503;0.617113
42768;0.784503;0.617113
42769;0.767026;0.598574
42770;0.767026;0.598574
42771;0.767026;0.598574
42772;0.767026;0.598574
42773;0.767026;0.598574
42774;0.767026;0.598574
42775;0.802056;0.586884
42776;0.802056;0.586884
42777;0.802056;0.586884
42778;0.802056;0.586884
42779;0.802056;0.586884
42780;0.802056;0.586884
42781;0.802056;0.586884
42782;0.802056;0.586884
42783;0.802056;0.586884
42784;0.802056;0.586884
42785;0.802056;0.586884
42786;0.802056;0.586884
42787;0.802056;0.586884
42788;0.802056;0.586884
42789;0.802056;0.586884
42790;0.802056;0.586884
42791;0.802056;0.586884
42792;0.802056;0.586884
42793;0.802056;0.586884
42794;0.802056;0.586884
42795;0.802056;0.586884
42796;0.802056;0.586884
42797;0.802056;0.586884
42798;0.802056;0.586884
42799;0.802056;0.586884
42800;0.802056;0.586884
42801;0.802056;0.586884
42802;0.802056;0.586884
42803;0.802056;0.586884
42804;0.802056;0.586884
42805;0.802056;0.586884
42806;0.802056;0.586884
42807;0.802056;0.586884
42808;0.802056;0.586884
42809;0.802056;0.586884
42810;0.802056;0.586884
42811;0.802056;0.586884
42812;0.802056;0.586884
42813;0.802056;0.586884
42814;0.807176;0.609149
42815;0.807176;0.609149
42816;0.807176;0.609149
42817;0.807176;0.609149
42818;0.807176;0.609149
42819;0.807176;0.609149
42820;0.807176;0.609149
42821;0.807176;0.609149
42822;0.807176;0.609149
42823;0.807176;0.609149
42824;0.807176;0.609149
42825;0.807176;0.609149
42826;0.807176;0.609149
42827;0.807176;0.609149
42828;0.807176;0.609149
42829;0.807176;0.609149
42830;0.807176;0.609149
42831;0.810271;0.608627
42832;0.810271;0.608627
42833;0.807333;0.59408
42834;0.807333;0.59408
42835;0.807333;0.59408
42836;0.807333;0.59408
42837;0.807333;0.59408
42838;0.807333;0.59408
42839;0.807333;0.59408
42840;0.821501;0.611417
42841;0.821501;0.611417
42842;0.821501;0.611417
42843;0.821501;0.611417
42844;0.821501;0.611417
42845;0.821501;0.611417
42846;0.821501;0.611417
42847;0.821501;0.611417
42848;0.821501;0.611417
42849;0.821501;0.611417
42850;0.821501;0.611417
42851;0.821501;0.611417
42852;0.821501;0.611417
42853;0.821501;0.611417
42854;0.821501;0.611417
42855;0.821501;0.611417
42856;0.821501;0.611417
42857;0.821501;0.611417
42858;0.821501;0.611417
42859;0.821501;0.611417
42860;0.854571;0.633602
42861;0.854571;0.633602
42862;0.814724;0.616259
42863;0.814724;0.616259
42864;0.801659;0.612526
42865;0.788512;0.616529
42866;0.788512;0.616529
42867;0.788512;0.616529
42868;0.810343;0.601153
42869;0.810343;0.601153
42870;0.810343;0.601153
42871;0.810343;0.601153
42872;0.810343;0.601153
42873;0.810343;0.601153
42874;0.810343;0.601153
42875;0.810343;0.601153
42876;0.810343;0.601153
42877;0.810343;0.601153
42878;0.810343;0.601153
42879;0.78059;0.62582
42880;0.78059;0.62582
42881;0.78059;0.62582
42882;0.78059;0.62582
42883;0.79324;0.605902
42884;0.79324;0.605902
42885;0.79324;0.605902
42886;0.79324;0.605902
42887;0.79324;0.605902
42888;0.79324;0.605902
42889;0.79324;0.605902
42890;0.79324;0.605902
42891;0.79324;0.605902
42892;0.79324;0.605902
42893;0.79324;0.605902
42894;0.79324;0.605902
42895;0.79324;0.605902
42896;0.79324;0.605902
42897;0.79324;0.605902
42898;0.79324;0.605902
42899;0.79324;0.605902
42900;0.79324;0.605902
42901;0.79324;0.605902
42902;0.79324;0.605902
42903;0.79324;0.605902
42904;0.79324;0.605902
42905;0.79324;0.605902
42906;0.79324;0.605902
42907;0.79324;0.605902
42908;0.79324;0.605902
42909;0.79324;0.605902
42910;0.79324;0.605902
42911;0.79324;0.605902
42912;0.79324;0.605902
42913;0.79324;0.605902
42914;0.79324;0.605902
42915;0.79324;0.605902
42916;0.79324;0.605902
42917;0.79324;0.605902
42918;0.79324;0.605902
42919;0.79324;0.605902
42920;0.79324;0.605902
42921;0.79324;0.605902
42922;0.79324;0.605902
42923;0.79324;0.605902
42924;0.79324;0.605902
42925;0.79324;0.605902
42926;0.79324;0.605902
42927;0.79324;0.605902
42928;0.79324;0.605902
42929;0.79324;0.605902
42930;0.79324;0.605902
42931;0.79324;0.605902
42932;0.79324;0.605902
42933;0.79324;0.605902
42934;0.79324;0.605902
42935;0.79324;0.605902
42936;0.79324;0.605902
42937;0.79324;0.605902
42938;0.79324;0.605902
42939;0.79324;0.605902
42940;0.79324;0.605902
42941;0.79324;0.605902
42942;0.79324;0.605902
42943;0.79324;0.605902
42944;0.79324;0.605902
42945;0.79324;0.605902
42946;0.79324;0.605902
42947;0.79324;0.605902
42948;0.79324;0.605902
42949;0.79324;0.605902
42950;0.79324;0.605902
42951;0.79324;0.605902
42952;0.79324;0.605902
42953;0.79324;0.605902
42954;0.79324;0.605902
42955;0.79324;0.605902
42956;0.79324;0.605902
42957;0.79324;0.605902
42958;0.79324;0.605902
